,symbol,metric,value
659,AMAT,Ex-Dividend Date,"Feb 22, 2022"
660,AMAT,1y Target Est,171.34
661,APTV,Previous Close,165.07
662,APTV,Open,158.40
663,APTV,Bid,164.69 x 1100
664,APTV,Ask,163.83 x 900
665,APTV,Day's Range,157.72 - 162.28
666,APTV,52 Week Range,127.21 - 180.81
667,APTV,Volume,"2,827,772"
668,APTV,Avg. Volume,"1,385,084"
669,APTV,Market Cap,43.201B
670,APTV,Beta (5Y Monthly),2.07
671,APTV,PE Ratio (TTM),54.30
672,APTV,EPS (TTM),2.94
673,APTV,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
674,APTV,Forward Dividend & Yield,N/A (N/A)
675,APTV,Ex-Dividend Date,"Feb 04, 2020"
676,APTV,1y Target Est,182.83
677,ADM,Previous Close,69.93
678,ADM,Open,70.20
679,ADM,Bid,0.00 x 1000
680,ADM,Ask,0.00 x 1300
681,ADM,Day's Range,69.57 - 70.57
682,ADM,52 Week Range,49.28 - 70.57
683,ADM,Volume,"2,433,040"
684,ADM,Avg. Volume,"2,360,023"
685,ADM,Market Cap,39.429B
686,ADM,Beta (5Y Monthly),0.90
687,ADM,PE Ratio (TTM),15.22
688,ADM,EPS (TTM),4.63
689,ADM,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
690,ADM,Forward Dividend & Yield,1.48 (2.12%)
691,ADM,Ex-Dividend Date,"Nov 16, 2021"
692,ADM,1y Target Est,71.00
693,ANET,Previous Close,131.54
694,ANET,Open,131.67
695,ANET,Bid,0.00 x 1100
696,ANET,Ask,0.00 x 800
697,ANET,Day's Range,130.09 - 133.42
698,ANET,52 Week Range,65.52 - 148.57
699,ANET,Volume,"1,088,049"
700,ANET,Avg. Volume,"2,286,973"
701,ANET,Market Cap,40.926B
702,ANET,Beta (5Y Monthly),1.19
703,ANET,PE Ratio (TTM),54.07
704,ANET,EPS (TTM),2.46
705,ANET,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
706,ANET,Forward Dividend & Yield,N/A (N/A)
707,ANET,Ex-Dividend Date,N/A
708,ANET,1y Target Est,135.51
709,AJG,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
710,AIZ,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
711,T,Previous Close,26.45
712,T,Open,26.50
713,T,Bid,26.78 x 1100
714,T,Ask,26.80 x 1800
715,T,Day's Range,26.32 - 27.07
716,T,52 Week Range,22.02 - 33.88
717,T,Volume,"48,580,753"
718,T,Avg. Volume,"54,014,085"
719,T,Market Cap,191.379B
720,T,Beta (5Y Monthly),0.68
721,T,PE Ratio (TTM),207.75
722,T,EPS (TTM),0.13
723,T,Earnings Date,"Jan 26, 2022"
724,T,Forward Dividend & Yield,2.08 (7.86%)
725,T,Ex-Dividend Date,"Jan 07, 2022"
726,T,1y Target Est,30.30
727,ATO,Previous Close,102.73
728,ATO,Open,102.94
729,ATO,Bid,103.46 x 4000
730,ATO,Ask,103.51 x 1000
731,ATO,Day's Range,102.78 - 103.57
732,ATO,52 Week Range,84.59 - 104.99
733,ATO,Volume,"130,363"
734,ATO,Avg. Volume,"1,034,395"
735,ATO,Market Cap,13.707B
736,ATO,Beta (5Y Monthly),0.46
737,ATO,PE Ratio (TTM),20.17
738,ATO,EPS (TTM),5.12
739,ATO,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
740,ATO,Forward Dividend & Yield,2.72 (2.65%)
741,ATO,Ex-Dividend Date,"Nov 26, 2021"
742,ATO,1y Target Est,110.22
743,ADSK,Previous Close,264.11
744,ADSK,Open,262.50
745,ADSK,Bid,260.20 x 1800
746,ADSK,Ask,264.96 x 800
747,ADSK,Day's Range,258.49 - 266.64
748,ADSK,52 Week Range,245.05 - 344.39
749,ADSK,Volume,"1,179,033"
750,ADSK,Avg. Volume,"1,489,034"
751,ADSK,Market Cap,57.703B
752,ADSK,Beta (5Y Monthly),1.41
753,ADSK,PE Ratio (TTM),44.25
754,ADSK,EPS (TTM),5.93
755,ADSK,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
756,ADSK,Forward Dividend & Yield,N/A (N/A)
757,ADSK,Ex-Dividend Date,"Mar 22, 2005"
758,ADSK,1y Target Est,329.81
759,ADP,Previous Close,234.63
760,ADP,Open,234.86
761,ADP,Bid,231.93 x 900
762,ADP,Ask,232.00 x 800
763,ADP,Day's Range,231.30 - 236.05
764,ADP,52 Week Range,159.31 - 248.96
765,ADP,Volume,"1,101,071"
766,ADP,Avg. Volume,"1,452,001"
767,ADP,Market Cap,97.732B
768,ADP,Beta (5Y Monthly),0.76
769,ADP,PE Ratio (TTM),36.70
770,ADP,EPS (TTM),6.32
771,ADP,Earnings Date,"Jan 26, 2022"
772,ADP,Forward Dividend & Yield,4.16 (1.77%)
773,ADP,Ex-Dividend Date,"Dec 09, 2021"
774,ADP,1y Target Est,231.49
775,AZO,Previous Close,"2,052.88"
776,AZO,Open,"2,058.04"
777,AZO,Bid,"1,960.11 x 2200"
778,AZO,Ask,"2,050.05 x 1000"
779,AZO,Day's Range,"2,042.60 - 2,077.07"
780,AZO,52 Week Range,"1,111.71 - 2,110.00"
781,AZO,Volume,"99,845"
782,AZO,Avg. Volume,"159,095"
783,AZO,Market Cap,42.268B
784,AZO,Beta (5Y Monthly),0.88
785,AZO,PE Ratio (TTM),19.97
786,AZO,EPS (TTM),102.57
787,AZO,Earnings Date,"Feb 28, 2022 - Mar 04, 2022"
788,AZO,Forward Dividend & Yield,N/A (N/A)
789,AZO,Ex-Dividend Date,N/A
790,AZO,1y Target Est,"2,197.29"
791,AVB,Previous Close,252.59
792,AVB,Open,255.91
793,AVB,Bid,252.24 x 1000
794,AVB,Ask,252.45 x 800
795,AVB,Day's Range,248.76 - 255.79
796,AVB,52 Week Range,154.84 - 255.79
797,AVB,Volume,"359,885"
798,AVB,Avg. Volume,"626,503"
799,AVB,Market Cap,35.264B
800,AVB,Beta (5Y Monthly),0.95
801,AVB,PE Ratio (TTM),34.88
802,AVB,EPS (TTM),7.24
803,AVB,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
804,AVB,Forward Dividend & Yield,6.36 (2.52%)
805,AVB,Ex-Dividend Date,"Dec 30, 2021"
806,AVB,1y Target Est,254.83
807,AVY,Previous Close,216.57
808,AVY,Open,216.81
809,AVY,Bid,212.19 x 900
810,AVY,Ask,212.29 x 800
811,AVY,Day's Range,211.69 - 216.93
812,AVY,52 Week Range,147.40 - 229.24
813,AVY,Volume,"192,550"
814,AVY,Avg. Volume,"412,333"
815,AVY,Market Cap,17.534B
816,AVY,Beta (5Y Monthly),1.00
817,AVY,PE Ratio (TTM),23.78
818,AVY,EPS (TTM),8.91
819,AVY,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
820,AVY,Forward Dividend & Yield,2.72 (1.26%)
821,AVY,Ex-Dividend Date,"Nov 30, 2021"
822,AVY,1y Target Est,241.18
823,BKR,Previous Close,26.73
824,BKR,Open,26.41
825,BKR,Bid,26.28 x 1000
826,BKR,Ask,26.60 x 800
827,BKR,Day's Range,26.18 - 27.00
828,BKR,52 Week Range,18.75 - 27.66
829,BKR,Volume,"9,170,371"
830,BKR,Avg. Volume,"8,769,330"
831,BKR,Market Cap,22.854B
832,BKR,Beta (5Y Monthly),1.62
833,BKR,PE Ratio (TTM),145.94
834,BKR,EPS (TTM),0.18
835,BKR,Earnings Date,"Jan 20, 2022"
836,BKR,Forward Dividend & Yield,0.72 (2.67%)
837,BKR,Ex-Dividend Date,"Nov 01, 2021"
838,BKR,1y Target Est,29.56
839,BLL,Previous Close,96.27
840,BLL,Open,95.96
841,BLL,Bid,93.55 x 1400
842,BLL,Ask,93.59 x 1000
843,BLL,Day's Range,92.84 - 96.03
844,BLL,52 Week Range,77.95 - 98.09
845,BLL,Volume,"774,211"
846,BLL,Avg. Volume,"1,728,396"
847,BLL,Market Cap,30.245B
848,BLL,Beta (5Y Monthly),0.48
849,BLL,PE Ratio (TTM),38.46
850,BLL,EPS (TTM),2.43
851,BLL,Earnings Date,"Jan 27, 2022"
852,BLL,Forward Dividend & Yield,0.80 (0.83%)
853,BLL,Ex-Dividend Date,"Nov 30, 2021"
854,BLL,1y Target Est,101.88
855,BAC,Previous Close,48.86
856,BAC,Open,48.92
857,BAC,Bid,48.86 x 1300
858,BAC,Ask,48.86 x 1000
859,BAC,Day's Range,48.63 - 49.49
860,BAC,52 Week Range,29.57 - 50.08
861,BAC,Volume,"43,393,280"
862,BAC,Avg. Volume,"46,524,960"
863,BAC,Market Cap,399.056B
864,BAC,Beta (5Y Monthly),1.49
865,BAC,PE Ratio (TTM),14.60
866,BAC,EPS (TTM),3.34
867,BAC,Earnings Date,"Jan 19, 2022"
868,BAC,Forward Dividend & Yield,0.84 (1.71%)
869,BAC,Ex-Dividend Date,"Dec 02, 2021"
870,BAC,1y Target Est,51.08
871,BBWI,Previous Close,58.67
872,BBWI,Open,59.09
873,BBWI,Bid,57.17 x 900
874,BBWI,Ask,57.28 x 800
875,BBWI,Day's Range,57.04 - 59.50
876,BBWI,52 Week Range,29.18 - 82.00
877,BBWI,Volume,"2,909,229"
878,BBWI,Avg. Volume,"2,836,711"
879,BBWI,Market Cap,14.783B
880,BBWI,Beta (5Y Monthly),1.70
881,BBWI,PE Ratio (TTM),9.99
882,BBWI,EPS (TTM),5.74
883,BBWI,Earnings Date,"Feb 23, 2022"
884,BBWI,Forward Dividend & Yield,0.60 (1.02%)
885,BBWI,Ex-Dividend Date,"Nov 18, 2021"
886,BBWI,1y Target Est,N/A
887,BAX,Previous Close,87.45
888,BAX,Open,87.37
889,BAX,Bid,86.34 x 1000
890,BAX,Ask,86.36 x 800
891,BAX,Day's Range,85.93 - 87.69
892,BAX,52 Week Range,73.12 - 88.91
893,BAX,Volume,"1,519,327"
894,BAX,Avg. Volume,"2,345,119"
895,BAX,Market Cap,43.3B
896,BAX,Beta (5Y Monthly),0.64
897,BAX,PE Ratio (TTM),36.40
898,BAX,EPS (TTM),2.38
899,BAX,Earnings Date,"Feb 17, 2022"
900,BAX,Forward Dividend & Yield,1.12 (1.28%)
901,BAX,Ex-Dividend Date,"Dec 02, 2021"
902,BAX,1y Target Est,97.80
903,BDX,Previous Close,261.91
904,BDX,Open,261.11
905,BDX,Bid,249.00 x 1000
906,BDX,Ask,267.00 x 800
907,BDX,Day's Range,259.29 - 263.84
908,BDX,52 Week Range,235.13 - 265.23
909,BDX,Volume,"1,461,337"
910,BDX,Avg. Volume,"1,333,626"
911,BDX,Market Cap,75.163B
912,BDX,Beta (5Y Monthly),0.72
913,BDX,PE Ratio (TTM),38.49
914,BDX,EPS (TTM),6.85
915,BDX,Earnings Date,"Feb 03, 2022"
916,BDX,Forward Dividend & Yield,3.48 (1.33%)
917,BDX,Ex-Dividend Date,"Dec 09, 2021"
918,BDX,1y Target Est,270.23
919,BRK.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
920,BBY,Previous Close,102.50
921,BBY,Open,101.74
922,BBY,Bid,102.28 x 800
923,BBY,Ask,104.46 x 1000
924,BBY,Day's Range,98.22 - 102.96
925,BBY,52 Week Range,94.54 - 141.97
926,BBY,Volume,"5,299,858"
927,BBY,Avg. Volume,"3,076,062"
928,BBY,Market Cap,24.718B
929,BBY,Beta (5Y Monthly),1.56
930,BBY,PE Ratio (TTM),9.93
931,BBY,EPS (TTM),10.34
932,BBY,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
933,BBY,Forward Dividend & Yield,2.80 (2.73%)
934,BBY,Ex-Dividend Date,"Dec 13, 2021"
935,BBY,1y Target Est,127.31
936,BIO,Previous Close,664.48
937,BIO,Open,668.25
938,BIO,Bid,0.00 x 1100
939,BIO,Ask,764.87 x 800
940,BIO,Day's Range,658.60 - 678.69
941,BIO,52 Week Range,545.00 - 832.70
942,BIO,Volume,"129,173"
943,BIO,Avg. Volume,"114,144"
944,BIO,Market Cap,20.269B
945,BIO,Beta (5Y Monthly),0.86
946,BIO,PE Ratio (TTM),3.06
947,BIO,EPS (TTM),220.48
948,BIO,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
949,BIO,Forward Dividend & Yield,N/A (N/A)
950,BIO,Ex-Dividend Date,N/A
951,BIO,1y Target Est,918.75
952,TECH,Previous Close,517.34
953,TECH,Open,516.63
954,TECH,Bid,487.42 x 800
955,TECH,Ask,486.97 x 900
956,TECH,Day's Range,485.32 - 519.05
957,TECH,52 Week Range,311.03 - 543.85
958,TECH,Volume,"243,250"
959,TECH,Avg. Volume,"171,042"
960,TECH,Market Cap,19.168B
961,TECH,Beta (5Y Monthly),1.13
962,TECH,PE Ratio (TTM),112.47
963,TECH,EPS (TTM),4.34
964,TECH,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
965,TECH,Forward Dividend & Yield,1.28 (0.25%)
966,TECH,Ex-Dividend Date,"Nov 10, 2021"
967,TECH,1y Target Est,554.20
968,BIIB,Previous Close,225.34
969,BIIB,Open,225.30
970,BIIB,Bid,235.01 x 900
971,BIIB,Ask,239.59 x 1800
972,BIIB,Day's Range,225.55 - 239.64
973,BIIB,52 Week Range,217.10 - 468.55
974,BIIB,Volume,"3,726,535"
975,BIIB,Avg. Volume,"1,519,576"
976,BIIB,Market Cap,34.765B
977,BIIB,Beta (5Y Monthly),0.42
978,BIIB,PE Ratio (TTM),23.16
979,BIIB,EPS (TTM),10.22
980,BIIB,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
981,BIIB,Forward Dividend & Yield,N/A (N/A)
982,BIIB,Ex-Dividend Date,N/A
983,BIIB,1y Target Est,296.60
984,BLK,Previous Close,885.11
985,BLK,Open,890.73
986,BLK,Bid,866.64 x 1000
987,BLK,Ask,866.00 x 800
988,BLK,Day's Range,864.16 - 891.16
989,BLK,52 Week Range,670.28 - 973.16
990,BLK,Volume,"652,539"
991,BLK,Avg. Volume,"513,755"
992,BLK,Market Cap,131.8B
993,BLK,Beta (5Y Monthly),1.19
994,BLK,PE Ratio (TTM),23.07
995,BLK,EPS (TTM),37.61
996,BLK,Earnings Date,"Jan 14, 2022"
997,BLK,Forward Dividend & Yield,16.52 (1.87%)
998,BLK,Ex-Dividend Date,"Dec 06, 2021"
999,BLK,1y Target Est,"1,021.67"
1000,BK,Previous Close,63.55
1001,BK,Open,63.56
1002,BK,Bid,63.61 x 900
1003,BK,Ask,63.62 x 800
1004,BK,Day's Range,63.49 - 64.53
1005,BK,52 Week Range,39.46 - 64.53
1006,BK,Volume,"4,159,903"
1007,BK,Avg. Volume,"4,088,238"
1008,BK,Market Cap,52.564B
1009,BK,Beta (5Y Monthly),1.16
1010,BK,PE Ratio (TTM),16.22
1011,BK,EPS (TTM),3.92
1012,BK,Earnings Date,"Jan 18, 2022"
1013,BK,Forward Dividend & Yield,1.36 (2.14%)
1014,BK,Ex-Dividend Date,"Oct 29, 2021"
1015,BK,1y Target Est,67.97
1016,BA,Previous Close,217.45
1017,BA,Open,222.25
1018,BA,Bid,223.70 x 3000
1019,BA,Ask,223.07 x 1000
1020,BA,Day's Range,220.05 - 226.89
1021,BA,52 Week Range,185.26 - 278.57
1022,BA,Volume,"17,594,487"
1023,BA,Avg. Volume,"9,773,393"
1024,BA,Market Cap,131.586B
1025,BA,Beta (5Y Monthly),1.51
1026,BA,PE Ratio (TTM),N/A
1027,BA,EPS (TTM),-14.51
1028,BA,Earnings Date,"Jan 26, 2022"
1029,BA,Forward Dividend & Yield,N/A (N/A)
1030,BA,Ex-Dividend Date,"Feb 13, 2020"
1031,BA,1y Target Est,N/A
1032,BKNG,Previous Close,"2,436.10"
1033,BKNG,Open,"2,442.84"
1034,BKNG,Bid,"2,462.50 x 4000"
1035,BKNG,Ask,"2,457.45 x 1100"
1036,BKNG,Day's Range,"2,441.77 - 2,495.00"
1037,BKNG,52 Week Range,"1,860.73 - 2,687.29"
1038,BKNG,Volume,"252,284"
1039,BKNG,Avg. Volume,"346,812"
1040,BKNG,Market Cap,100.965B
1041,BKNG,Beta (5Y Monthly),1.24
1042,BKNG,PE Ratio (TTM),265.84
1043,BKNG,EPS (TTM),9.25
1044,BKNG,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
1045,BKNG,Forward Dividend & Yield,N/A (N/A)
1046,BKNG,Ex-Dividend Date,N/A
1047,BKNG,1y Target Est,"2,715.11"
1048,BWA,Previous Close,47.84
1049,BWA,Open,48.17
1050,BWA,Bid,49.46 x 800
1051,BWA,Ask,50.10 x 800
1052,BWA,Day's Range,48.10 - 50.09
1053,BWA,52 Week Range,38.02 - 55.55
1054,BWA,Volume,"2,460,096"
1055,BWA,Avg. Volume,"1,770,273"
1056,BWA,Market Cap,11.96B
1057,BWA,Beta (5Y Monthly),1.46
1058,BWA,PE Ratio (TTM),15.55
1059,BWA,EPS (TTM),3.21
1060,BWA,Earnings Date,"Feb 15, 2022"
1061,BWA,Forward Dividend & Yield,0.68 (1.42%)
1062,BWA,Ex-Dividend Date,"Nov 30, 2021"
1063,BWA,1y Target Est,53.61
1064,BXP,Previous Close,114.26
1065,BXP,Open,114.26
1066,BXP,Bid,114.40 x 1000
1067,BXP,Ask,114.61 x 800
1068,BXP,Day's Range,113.43 - 114.64
1069,BXP,52 Week Range,88.45 - 124.24
1070,BXP,Volume,"62,572"
1071,BXP,Avg. Volume,"730,283"
1072,BXP,Market Cap,17.835B
1073,BXP,Beta (5Y Monthly),1.19
1074,BXP,PE Ratio (TTM),55.86
1075,BXP,EPS (TTM),2.04
1076,BXP,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
1077,BXP,Forward Dividend & Yield,3.92 (3.43%)
1078,BXP,Ex-Dividend Date,"Dec 30, 2021"
1079,BXP,1y Target Est,124.00
1080,BSX,Previous Close,44.41
1081,BSX,Open,44.24
1082,BSX,Bid,44.54 x 1300
1083,BSX,Ask,44.55 x 1400
1084,BSX,Day's Range,44.07 - 45.31
1085,BSX,52 Week Range,35.05 - 46.29
1086,BSX,Volume,"11,883,446"
1087,BSX,Avg. Volume,"7,779,223"
1088,BSX,Market Cap,63.512B
1089,BSX,Beta (5Y Monthly),0.88
1090,BSX,PE Ratio (TTM),57.96
1091,BSX,EPS (TTM),0.77
1092,BSX,Earnings Date,"Feb 02, 2022"
1093,BSX,Forward Dividend & Yield,N/A (N/A)
1094,BSX,Ex-Dividend Date,N/A
1095,BSX,1y Target Est,51.09
1096,BMY,Previous Close,64.82
1097,BMY,Open,64.65
1098,BMY,Bid,64.02 x 1000
1099,BMY,Ask,64.58 x 1200
1100,BMY,Day's Range,63.86 - 64.96
1101,BMY,52 Week Range,53.22 - 69.75
1102,BMY,Volume,"7,953,238"
1103,BMY,Avg. Volume,"13,070,182"
1104,BMY,Market Cap,143.389B
1105,BMY,Beta (5Y Monthly),0.63
1106,BMY,PE Ratio (TTM),N/A
1107,BMY,EPS (TTM),-2.42
1108,BMY,Earnings Date,"Feb 04, 2022"
1109,BMY,Forward Dividend & Yield,2.16 (3.30%)
1110,BMY,Ex-Dividend Date,"Jan 06, 2022"
1111,BMY,1y Target Est,72.03
1112,AVGO,Previous Close,622.00
1113,AVGO,Open,627.47
1114,AVGO,Bid,596.00 x 1000
1115,AVGO,Ask,595.19 x 1100
1116,AVGO,Day's Range,594.15 - 627.88
1117,AVGO,52 Week Range,419.14 - 677.76
1118,AVGO,Volume,"2,990,332"
1119,AVGO,Avg. Volume,"2,148,931"
1120,AVGO,Market Cap,246.564B
1121,AVGO,Beta (5Y Monthly),0.99
1122,AVGO,PE Ratio (TTM),39.81
1123,AVGO,EPS (TTM),15.00
1124,AVGO,Earnings Date,"Mar 02, 2022 - Mar 07, 2022"
1125,AVGO,Forward Dividend & Yield,16.40 (2.64%)
1126,AVGO,Ex-Dividend Date,"Dec 21, 2021"
1127,AVGO,1y Target Est,676.33
1128,BR,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1129,BRO,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1130,BF.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1131,CHRW,Previous Close,107.63
1132,CHRW,Open,109.12
1133,CHRW,Bid,107.28 x 800
1134,CHRW,Ask,107.53 x 800
1135,CHRW,Day's Range,107.29 - 110.50
1136,CHRW,52 Week Range,84.67 - 110.50
1137,CHRW,Volume,"1,383,178"
1138,CHRW,Avg. Volume,"1,070,711"
1139,CHRW,Market Cap,14.026B
1140,CHRW,Beta (5Y Monthly),0.73
1141,CHRW,PE Ratio (TTM),19.11
1142,CHRW,EPS (TTM),5.65
1143,CHRW,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
1144,CHRW,Forward Dividend & Yield,2.20 (2.04%)
1145,CHRW,Ex-Dividend Date,"Dec 14, 2021"
1146,CHRW,1y Target Est,103.35
1147,CDNS,Previous Close,170.18
1148,CDNS,Open,170.60
1149,CDNS,Bid,162.99 x 1400
1150,CDNS,Ask,163.09 x 900
1151,CDNS,Day's Range,162.85 - 172.64
1152,CDNS,52 Week Range,118.11 - 192.70
1153,CDNS,Volume,"1,455,621"
1154,CDNS,Avg. Volume,"1,333,019"
1155,CDNS,Market Cap,45.218B
1156,CDNS,Beta (5Y Monthly),1.07
1157,CDNS,PE Ratio (TTM),65.79
1158,CDNS,EPS (TTM),2.48
1159,CDNS,Earnings Date,"Feb 22, 2022"
1160,CDNS,Forward Dividend & Yield,N/A (N/A)
1161,CDNS,Ex-Dividend Date,N/A
1162,CDNS,1y Target Est,179.78
1163,CZR,Previous Close,87.95
1164,CZR,Open,87.94
1165,CZR,Bid,84.00 x 1000
1166,CZR,Ask,85.77 x 900
1167,CZR,Day's Range,84.28 - 89.07
1168,CZR,52 Week Range,66.34 - 119.81
1169,CZR,Volume,"2,103,503"
1170,CZR,Avg. Volume,"2,273,257"
1171,CZR,Market Cap,18.119B
1172,CZR,Beta (5Y Monthly),2.91
1173,CZR,PE Ratio (TTM),N/A
1174,CZR,EPS (TTM),-5.42
1175,CZR,Earnings Date,"Feb 22, 2022"
1176,CZR,Forward Dividend & Yield,N/A (N/A)
1177,CZR,Ex-Dividend Date,N/A
1178,CZR,1y Target Est,136.29
1179,CPB,Previous Close,45.21
1180,CPB,Open,45.27
1181,CPB,Bid,45.84 x 1300
1182,CPB,Ask,46.19 x 1000
1183,CPB,Day's Range,45.17 - 46.10
1184,CPB,52 Week Range,39.76 - 53.77
1185,CPB,Volume,"2,218,291"
1186,CPB,Avg. Volume,"2,500,447"
1187,CPB,Market Cap,13.844B
1188,CPB,Beta (5Y Monthly),0.51
1189,CPB,PE Ratio (TTM),14.70
1190,CPB,EPS (TTM),3.12
1191,CPB,Earnings Date,"Mar 08, 2022 - Mar 14, 2022"
1192,CPB,Forward Dividend & Yield,1.48 (3.27%)
1193,CPB,Ex-Dividend Date,"Jan 05, 2022"
1194,CPB,1y Target Est,45.91
1195,COF,Previous Close,150.73
1196,COF,Open,150.63
1197,COF,Bid,154.55 x 900
1198,COF,Ask,157.20 x 800
1199,COF,Day's Range,149.99 - 155.61
1200,COF,52 Week Range,99.82 - 177.95
1201,COF,Volume,"3,286,301"
1202,COF,Avg. Volume,"2,818,312"
1203,COF,Market Cap,65.839B
1204,COF,Beta (5Y Monthly),1.65
1205,COF,PE Ratio (TTM),5.79
1206,COF,EPS (TTM),26.74
1207,COF,Earnings Date,"Jan 25, 2022"
1208,COF,Forward Dividend & Yield,2.40 (1.55%)
1209,COF,Ex-Dividend Date,"Nov 12, 2021"
1210,COF,1y Target Est,187.31
1211,CAH,Previous Close,52.71
1212,CAH,Open,52.58
1213,CAH,Bid,51.45 x 900
1214,CAH,Ask,51.46 x 900
1215,CAH,Day's Range,51.17 - 52.58
1216,CAH,52 Week Range,45.85 - 62.96
1217,CAH,Volume,"2,499,567"
1218,CAH,Avg. Volume,"3,373,387"
1219,CAH,Market Cap,14.481B
1220,CAH,Beta (5Y Monthly),1.00
1221,CAH,PE Ratio (TTM),13.27
1222,CAH,EPS (TTM),3.87
1223,CAH,Earnings Date,"Feb 03, 2022"
1224,CAH,Forward Dividend & Yield,1.96 (3.72%)
1225,CAH,Ex-Dividend Date,"Dec 31, 2021"
1226,CAH,1y Target Est,57.46
1227,KMX,Previous Close,119.26
1228,KMX,Open,120.19
1229,KMX,Bid,117.51 x 1100
1230,KMX,Ask,117.58 x 800
1231,KMX,Day's Range,117.19 - 120.58
1232,KMX,52 Week Range,104.86 - 155.98
1233,KMX,Volume,"1,340,383"
1234,KMX,Avg. Volume,"1,116,044"
1235,KMX,Market Cap,18.993B
1236,KMX,Beta (5Y Monthly),1.45
1237,KMX,PE Ratio (TTM),16.18
1238,KMX,EPS (TTM),7.26
1239,KMX,Earnings Date,"Apr 12, 2022"
1240,KMX,Forward Dividend & Yield,N/A (N/A)
1241,KMX,Ex-Dividend Date,N/A
1242,KMX,1y Target Est,151.33
1243,CCL,Previous Close,22.31
1244,CCL,Open,22.42
1245,CCL,Bid,22.87 x 4000
1246,CCL,Ask,22.87 x 3200
1247,CCL,Day's Range,22.37 - 23.30
1248,CCL,52 Week Range,16.32 - 31.52
1249,CCL,Volume,"42,812,714"
1250,CCL,Avg. Volume,"39,703,714"
1251,CCL,Market Cap,26.696B
1252,CCL,Beta (5Y Monthly),2.18
1253,CCL,PE Ratio (TTM),N/A
1254,CCL,EPS (TTM),-8.46
1255,CCL,Earnings Date,"Apr 05, 2022 - Apr 11, 2022"
1256,CCL,Forward Dividend & Yield,N/A (N/A)
1257,CCL,Ex-Dividend Date,"Feb 20, 2020"
1258,CCL,1y Target Est,N/A
1259,CARR,Previous Close,53.00
1260,CARR,Open,53.00
1261,CARR,Bid,52.16 x 800
1262,CARR,Ask,54.00 x 1300
1263,CARR,Day's Range,52.07 - 53.32
1264,CARR,52 Week Range,34.21 - 58.89
1265,CARR,Volume,"2,520,427"
1266,CARR,Avg. Volume,"3,438,033"
1267,CARR,Market Cap,45.236B
1268,CARR,Beta (5Y Monthly),N/A
1269,CARR,PE Ratio (TTM),20.94
1270,CARR,EPS (TTM),2.49
1271,CARR,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
1272,CARR,Forward Dividend & Yield,0.60 (1.14%)
1273,CARR,Ex-Dividend Date,"Dec 22, 2021"
1274,CARR,1y Target Est,59.38
1275,CTLT,Previous Close,124.96
1276,CTLT,Open,125.90
1277,CTLT,Bid,125.60 x 1100
1278,CTLT,Ask,126.00 x 1000
1279,CTLT,Day's Range,125.05 - 126.97
1280,CTLT,52 Week Range,97.86 - 142.64
1281,CTLT,Volume,"33,933"
1282,CTLT,Avg. Volume,"976,746"
1283,CTLT,Market Cap,21.628B
1284,CTLT,Beta (5Y Monthly),1.34
1285,CTLT,PE Ratio (TTM),39.77
1286,CTLT,EPS (TTM),3.18
1287,CTLT,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
1288,CTLT,Forward Dividend & Yield,N/A (N/A)
1289,CTLT,Ex-Dividend Date,N/A
1290,CTLT,1y Target Est,159.46
1291,CAT,Previous Close,222.40
1292,CAT,Open,222.89
1293,CAT,Bid,226.81 x 1000
1294,CAT,Ask,227.01 x 1100
1295,CAT,Day's Range,222.85 - 227.88
1296,CAT,52 Week Range,179.34 - 246.69
1297,CAT,Volume,"4,353,175"
1298,CAT,Avg. Volume,"3,185,004"
1299,CAT,Market Cap,122.794B
1300,CAT,Beta (5Y Monthly),0.91
1301,CAT,PE Ratio (TTM),24.28
1302,CAT,EPS (TTM),9.35
1303,CAT,Earnings Date,"Jan 28, 2022"
1304,CAT,Forward Dividend & Yield,4.44 (2.00%)
1305,CAT,Ex-Dividend Date,"Jan 19, 2022"
